,Price (Tỷ),Area (m2),Price Per m2 (tr/m2),Location,In-Out
1899,2.15,39.0,55.13,long biên,Quận
1900,7.8,68.0,114.71,hoàn kiếm,Quận
1901,3.58,57.0,62.81,long biên,Quận
1902,49.5,110.0,450.0,tây hồ,Quận
1903,7.5,45.0,166.67,đống đa,Quận
1904,6.6,60.0,110.0,hoàn kiếm,Quận
1905,2.7,34.0,79.41,hoàn kiếm,Quận
1906,3.15,32.0,98.44,bắc từ liêm,Quận
1907,5.5,85.0,64.71,thanh xuân,Quận
1908,3.5,46.0,76.09,bắc từ liêm,Quận
1909,5.65,51.0,110.78,thanh trì,Huyện
1910,6.65,40.0,166.25,thanh xuân,Quận
1911,2.6,37.0,70.27,hà đông,Quận
1912,6.9,35.0,197.14,ba đình,Quận
1913,2.75,33.0,83.33,hoàn kiếm,Quận
1914,5.7,51.0,111.76,hoàn kiếm,Quận
1915,1.65,35.0,47.14,bắc từ liêm,Quận
1916,5.1,38.0,134.21,ba đình,Quận
1917,4.0,25.0,160.0,ba đình,Quận
1918,1.6,35.0,45.71,hà đông,Quận
1919,3.25,35.0,92.86,tây hồ,Quận
1920,3.38,50.0,67.6,hoàn kiếm,Quận
1921,2.95,35.0,84.29,bắc từ liêm,Quận
1922,26.0,70.0,371.43,ba đình,Quận
1923,4.0,35.0,114.29,ba đình,Quận
1924,1.8,40.0,45.0,bắc từ liêm,Quận
1925,11.9,67.0,177.61,bắc từ liêm,Quận
1926,2.5,27.0,92.59,thanh xuân,Quận
1927,8.2,42.0,195.24,thanh xuân,Quận
1928,2.6,36.0,72.22,long biên,Quận
1929,4.0,30.0,133.33,ba đình,Quận
1930,3.9,35.0,111.43,nam từ liêm,Quận
1931,3.75,42.0,89.29,hoàn kiếm,Quận
1932,13.5,80.0,168.75,ba đình,Quận
1933,4.8,42.0,114.29,hoàn kiếm,Quận
1934,4.2,41.0,102.44,đống đa,Quận
1935,9.0,48.0,187.5,thanh xuân,Quận
1936,7.8,40.0,195.0,đống đa,Quận
1937,3.15,46.0,68.48,bắc từ liêm,Quận
1938,8.3,79.0,105.06,đống đa,Quận
1939,4.5,64.0,70.31,đống đa,Quận
1940,4.45,62.0,71.77,đống đa,Quận
1941,5.65,71.0,79.58,đống đa,Quận
1942,2.4,35.0,68.57,long biên,Quận
1943,4.9,42.0,116.67,ba đình,Quận
1944,7.8,41.0,190.24,ba đình,Quận
1945,4.6,55.0,83.64,bắc từ liêm,Quận
1946,8.0,50.0,160.0,tây hồ,Quận
1947,3.85,35.0,110.0,hoàn kiếm,Quận
1948,2.55,32.0,79.69,nam từ liêm,Quận
1949,24.0,93.0,258.06,ba đình,Quận
1950,1.55,33.0,46.97,hà đông,Quận
1951,7.3,100.0,73.0,long biên,Quận
1952,2.35,32.0,73.44,hoàn kiếm,Quận
1953,3.75,55.0,68.18,hoàn kiếm,Quận
1954,13.0,125.0,104.0,thanh xuân,Quận
1955,9.3,46.0,202.17,đống đa,Quận
1956,3.3,35.0,94.29,hoàn kiếm,Quận
1957,5.8,42.0,138.1,ba đình,Quận
1958,2.75,30.0,91.67,đống đa,Quận
1959,7.3,45.0,162.22,tây hồ,Quận
1960,6.6,83.0,79.52,ba đình,Quận
1961,2.1,30.0,70.0,bắc từ liêm,Quận
1962,5.0,47.0,106.38,tây hồ,Quận
1963,4.2,48.0,87.5,long biên,Quận
1964,6.15,42.0,146.43,hoàn kiếm,Quận
1965,2.68,30.0,89.33,nam từ liêm,Quận
1966,7.3,44.0,165.91,thanh xuân,Quận
1967,8.8,65.0,135.38,hoàn kiếm,Quận
1968,6.2,65.0,95.38,long biên,Quận
1969,0.8,24.0,33.33,hoàn kiếm,Quận
1970,7.0,42.0,166.67,thanh xuân,Quận
1971,4.5,55.0,81.82,hoàn kiếm,Quận
1972,1.85,33.0,56.06,hà đông,Quận
1973,4.85,64.0,75.78,ba đình,Quận
1974,2.9,40.0,72.5,hoàn kiếm,Quận
1975,4.18,48.0,87.08,ba đình,Quận
1976,2.1,31.0,67.74,đống đa,Quận
1977,10.6,55.0,192.73,ba đình,Quận
1978,4.1,35.0,117.14,ba đình,Quận
1979,20.0,118.0,169.49,tây hồ,Quận
1980,3.05,60.0,50.83,hoàn kiếm,Quận
1981,5.9,50.0,118.0,hoàn kiếm,Quận
1982,9.5,110.0,86.36,thanh xuân,Quận
1983,1.9,33.0,57.58,bắc từ liêm,Quận
1984,11.5,62.0,185.48,ba đình,Quận
1985,3.0,30.0,100.0,hoàn kiếm,Quận
1986,2.35,33.0,71.21,hoàn kiếm,Quận
1987,2.25,30.0,75.0,hoàn kiếm,Quận
1988,4.8,42.0,114.29,hoàn kiếm,Quận
1989,6.5,48.0,135.42,hoàn kiếm,Quận
1990,4.7,38.0,123.68,bắc từ liêm,Quận
1991,7.5,55.0,136.36,thanh xuân,Quận
1992,2.1,42.0,50.0,hoàn kiếm,Quận
1993,4.3,63.0,68.25,nam từ liêm,Quận
1994,2.95,30.0,98.33,hà đông,Quận
1995,3.2,55.0,58.18,hà đông,Quận
1996,4.9,45.0,108.89,nam từ liêm,Quận
1997,2.5,39.0,64.1,hoàn kiếm,Quận
1998,8.0,65.0,123.08,hoàn kiếm,Quận
1999,2.38,35.0,68.0,hoàn kiếm,Quận
2000,3.0,47.0,63.83,long biên,Quận
2001,8.5,60.0,141.67,hoàn kiếm,Quận
2002,8.5,81.0,104.94,tây hồ,Quận
2003,2.2,45.0,48.89,hoàn kiếm,Quận
2004,3.04,30.0,101.33,hà đông,Quận
2005,5.05,42.0,120.24,ba đình,Quận
2006,3.55,45.0,78.89,thanh xuân,Quận
2007,8.2,59.0,138.98,ba đình,Quận
2008,8.5,60.0,141.67,ba đình,Quận
2009,2.45,35.0,70.0,nam từ liêm,Quận
2010,5.8,52.0,111.54,ba đình,Quận
2011,4.8,38.0,126.32,ba đình,Quận
2012,12.0,83.0,144.58,hoàn kiếm,Quận
2013,2.76,40.0,69.0,hà đông,Quận
2014,2.3,40.0,57.5,thanh trì,Huyện
2015,5.7,65.0,87.69,ba đình,Quận
2016,1.5,39.0,38.46,hà đông,Quận
2017,7.0,50.0,140.0,thanh xuân,Quận
2018,8.9,55.0,161.82,hà đông,Quận
2019,7.6,40.0,190.0,nam từ liêm,Quận
2020,22.5,80.0,281.25,đống đa,Quận
2021,2.9,45.0,64.44,hà đông,Quận
2022,4.5,51.0,88.24,đống đa,Quận
2023,3.6,51.0,70.59,hoàn kiếm,Quận
2024,6.3,45.0,140.0,đống đa,Quận
2025,6.68,33.0,202.42,ba đình,Quận
2026,2.83,34.0,83.24,thanh xuân,Quận
2027,2.0,41.0,48.78,hoài đức,Huyện
2028,1.3,30.0,43.33,hà đông,Quận
2029,1.85,34.0,54.41,hà đông,Quận
2030,32.0,80.0,400.0,đống đa,Quận
2031,3.75,33.0,113.64,thanh xuân,Quận
2032,3.1,33.0,93.94,tây hồ,Quận
2033,35.5,135.0,262.96,đống đa,Quận
2034,3.5,38.0,92.11,nam từ liêm,Quận
2035,3.95,65.0,60.77,long biên,Quận
2036,4.2,45.0,93.33,thanh xuân,Quận
2037,5.2,59.0,88.14,long biên,Quận
2038,2.29,33.0,69.39,hà đông,Quận
2039,11.5,60.0,191.67,ba đình,Quận
2040,3.5,40.0,87.5,ba đình,Quận
2041,9.45,70.0,135.0,tây hồ,Quận
2042,1.35,45.0,30.0,đông anh,Huyện
2043,1.78,34.0,52.35,hà đông,Quận
2044,2.15,36.0,59.72,long biên,Quận
2045,5.6,72.0,77.78,thanh xuân,Quận
2046,2.7,37.0,72.97,tây hồ,Quận
2047,1.65,40.0,41.25,long biên,Quận
2048,3.6,40.0,90.0,hà đông,Quận
2049,7.3,55.0,132.73,thanh xuân,Quận
2050,4.7,47.0,100.0,hoàn kiếm,Quận
2051,2.4,48.0,50.0,long biên,Quận
2052,6.1,67.0,91.04,nam từ liêm,Quận
2053,2.9,45.0,64.44,hoàn kiếm,Quận
2054,3.1,38.0,81.58,nam từ liêm,Quận
2055,3.72,30.8,120.78,đống đa,Quận
2056,2.7,34.0,79.41,hà đông,Quận
2057,10.5,50.0,210.0,ba đình,Quận
2058,4.19,55.0,76.18,tây hồ,Quận
2059,3.3,40.0,82.5,thanh xuân,Quận
2060,3.8,35.0,108.57,long biên,Quận
2061,16.0,80.0,200.0,ba đình,Quận
2062,3.1,30.0,103.33,thanh xuân,Quận
2063,10.2,52.0,196.15,đống đa,Quận
2064,3.0,45.0,66.67,hoàn kiếm,Quận
2065,9.9,55.0,180.0,ba đình,Quận
2066,12.5,75.0,166.67,hoàn kiếm,Quận
2067,3.85,40.0,96.25,nam từ liêm,Quận
2068,3.1,45.0,68.89,hoàn kiếm,Quận
2069,3.3,30.0,110.0,đống đa,Quận
2070,5.4,42.0,128.57,thanh xuân,Quận
2071,4.6,43.0,106.98,hoàn kiếm,Quận
2072,15.5,102.0,151.96,thanh xuân,Quận
2073,2.35,35.0,67.14,bắc từ liêm,Quận
2074,18.5,90.0,205.56,đống đa,Quận
2075,3.85,35.0,110.0,tây hồ,Quận
2076,4.5,45.0,100.0,đống đa,Quận
2077,1.05,50.0,21.0,long biên,Quận
2078,2.8,39.0,71.79,thanh xuân,Quận
2079,2.8,36.0,77.78,thanh xuân,Quận
2080,2.85,35.0,81.43,hoàn kiếm,Quận
2081,4.65,43.0,108.14,ba đình,Quận
2082,1.85,30.0,61.67,hoàn kiếm,Quận
2083,4.65,54.0,86.11,hoàn kiếm,Quận
2084,3.2,54.0,59.26,bắc từ liêm,Quận
2085,4.2,45.0,93.33,hà đông,Quận
2086,8.7,70.0,124.29,nam từ liêm,Quận
2087,2.2,32.0,68.75,hoài đức,Huyện
2088,3.5,65.0,53.85,thanh xuân,Quận
2089,4.15,91.0,45.6,long biên,Quận
2090,7.6,68.0,111.76,thanh xuân,Quận
2091,2.65,33.0,80.3,thanh trì,Huyện
2092,4.9,50.0,98.0,hà đông,Quận
2093,3.35,31.0,108.06,long biên,Quận
2094,2.6,41.0,63.41,hoàn kiếm,Quận
2095,2.5,30.0,83.33,hoàn kiếm,Quận
2096,16.29,69.0,236.09,thanh xuân,Quận
2097,3.5,52.0,67.31,thanh xuân,Quận
2098,2.3,45.0,51.11,thanh xuân,Quận
2099,2.85,36.0,79.17,thanh xuân,Quận
2100,2.1,40.0,52.5,thanh trì,Huyện
2101,10.0,50.0,200.0,đống đa,Quận
2102,3.35,30.0,111.67,ba đình,Quận
2103,3.4,50.0,68.0,hà đông,Quận
2104,1.7,21.0,80.95,hoàn kiếm,Quận
2105,3.0,45.0,66.67,thanh xuân,Quận
2106,2.88,33.0,87.27,hoàn kiếm,Quận
2107,3.05,33.0,92.42,thanh xuân,Quận
2108,5.3,72.0,73.61,long biên,Quận
2109,6.2,63.0,98.41,ba đình,Quận
2110,3.5,39.0,89.74,nam từ liêm,Quận
2111,69.0,53.0,1301.89,hà đông,Quận
2112,6.4,48.0,133.33,thanh xuân,Quận
2113,2.38,30.0,79.33,thanh xuân,Quận
2114,1.85,38.0,48.68,thanh trì,Huyện
2115,13.5,160.0,84.38,thanh xuân,Quận
2116,5.6,48.0,116.67,nam từ liêm,Quận
2117,4.5,45.0,100.0,ba đình,Quận
2118,2.35,50.0,47.0,bắc từ liêm,Quận
2119,1.68,30.5,55.08,hà đông,Quận
2120,4.5,45.0,100.0,long biên,Quận
2121,4.75,57.0,83.33,bắc từ liêm,Quận
2122,1.85,40.0,46.25,thanh trì,Huyện
2123,1.85,36.0,51.39,thanh trì,Huyện
2124,3.8,32.0,118.75,thanh xuân,Quận
2125,4.1,40.0,102.5,hà đông,Quận
2126,8.0,100.0,80.0,ba đình,Quận
2127,4.5,37.0,121.62,thanh xuân,Quận
2128,3.0,41.0,73.17,hoàn kiếm,Quận
2129,2.85,45.0,63.33,thanh xuân,Quận
2130,1.35,20.0,67.5,đống đa,Quận
2131,2.3,45.0,51.11,long biên,Quận
2132,3.7,43.0,86.05,nam từ liêm,Quận
2133,7.0,50.0,140.0,đống đa,Quận
2134,1.9,36.0,52.78,thanh trì,Huyện
2135,28.5,85.0,335.29,tây hồ,Quận
2136,3.0,43.0,69.77,long biên,Quận
2137,3.45,30.0,115.0,hoàn kiếm,Quận
2138,6.2,50.0,124.0,nam từ liêm,Quận
2139,4.7,60.0,78.33,hà đông,Quận
2140,3.0,36.0,83.33,long biên,Quận
2141,2.48,33.0,75.15,long biên,Quận
2142,11.8,63.0,187.3,thanh xuân,Quận
2143,3.1,36.0,86.11,thanh xuân,Quận
2144,4.3,62.0,69.35,tây hồ,Quận
2145,7.75,32.0,242.19,đống đa,Quận
2146,4.8,68.0,70.59,long biên,Quận
2147,7.5,50.0,150.0,đống đa,Quận
2148,4.2,95.0,44.21,long biên,Quận
2149,3.55,35.0,101.43,thanh xuân,Quận
2150,5.7,70.0,81.43,thanh xuân,Quận
2151,4.7,50.0,94.0,thanh xuân,Quận
2152,6.3,50.0,126.0,tây hồ,Quận
2153,1.95,30.0,65.0,thanh trì,Huyện
2154,4.0,30.0,133.33,đống đa,Quận
2155,2.95,36.0,81.94,hoàn kiếm,Quận
2156,1.8,23.0,78.26,hoàn kiếm,Quận
2157,2.6,34.0,76.47,hoàn kiếm,Quận
2158,2.8,36.0,77.78,nam từ liêm,Quận
2159,3.0,51.0,58.82,tây hồ,Quận
2160,3.48,34.0,102.35,ba đình,Quận
2161,2.55,45.0,56.67,bắc từ liêm,Quận
2162,4.5,62.0,72.58,long biên,Quận
2163,2.5,33.0,75.76,hà đông,Quận
2164,2.9,40.0,72.5,hoàn kiếm,Quận
2165,4.15,56.0,74.11,hoàn kiếm,Quận
2166,4.4,60.0,73.33,ba đình,Quận
2167,3.3,40.0,82.5,hoàn kiếm,Quận
2168,6.93,42.0,165.0,ba đình,Quận
2169,3.8,38.0,100.0,long biên,Quận
2170,4.8,41.0,117.07,hoàn kiếm,Quận
2171,3.3,44.0,75.0,hoàn kiếm,Quận
2172,7.8,32.0,243.75,đống đa,Quận
2173,4.6,36.0,127.78,đống đa,Quận
2174,1.93,34.0,56.76,hà đông,Quận
2175,15.0,75.0,200.0,hoàn kiếm,Quận
2176,6.0,65.0,92.31,hoàn kiếm,Quận
2177,4.3,33.0,130.3,thanh xuân,Quận
2178,2.6,38.0,68.42,thanh trì,Huyện
2179,21.5,173.0,124.28,ba đình,Quận
2180,4.18,40.0,104.5,long biên,Quận
2181,3.0,32.0,93.75,nam từ liêm,Quận
2182,6.4,60.0,106.67,thanh xuân,Quận
2183,5.2,84.0,61.9,thường tín,Huyện
2184,3.1,40.0,77.5,nam từ liêm,Quận
2185,5.15,58.0,88.79,hoàn kiếm,Quận
2186,1.6,35.6,44.94,thanh trì,Huyện
2187,2.7,70.0,38.57,thanh trì,Huyện
2188,3.3,41.0,80.49,bắc từ liêm,Quận
2189,2.5,35.0,71.43,hoàn kiếm,Quận
2190,7.5,80.0,93.75,thanh xuân,Quận
2191,1.7,30.0,56.67,hoàn kiếm,Quận
2192,3.5,40.0,87.5,hoàn kiếm,Quận
2193,3.6,34.0,105.88,tây hồ,Quận
2194,2.2,60.0,36.67,hoàn kiếm,Quận
2195,11.0,45.0,244.44,ba đình,Quận
2196,3.5,50.0,70.0,thanh xuân,Quận
2197,4.4,31.0,141.94,thanh xuân,Quận
2198,6.0,91.0,65.93,long biên,Quận
2199,5.8,48.0,120.83,hoàn kiếm,Quận
2200,13.5,55.0,245.45,hoàn kiếm,Quận
2201,16.7,55.0,303.64,đống đa,Quận
2202,5.7,50.0,114.0,ba đình,Quận
2203,3.9,36.0,108.33,hà đông,Quận
2204,10.7,56.0,191.07,đống đa,Quận
2205,6.85,40.0,171.25,thanh xuân,Quận
2206,2.8,40.0,70.0,hoàn kiếm,Quận
2207,2.2,57.0,38.6,bắc từ liêm,Quận
2208,3.25,32.0,101.56,ba đình,Quận
2209,1.1,52.0,21.15,thanh xuân,Quận
2210,3.0,40.0,75.0,hoàn kiếm,Quận
2211,1.2,50.0,24.0,thanh xuân,Quận
2212,3.6,75.0,48.0,hà đông,Quận
2213,0.9,50.0,18.0,đống đa,Quận
2214,2.55,30.0,85.0,long biên,Quận
2215,2.8,35.0,80.0,đống đa,Quận
2216,3.75,39.0,96.15,hoàn kiếm,Quận
2217,10.3,56.0,183.93,ba đình,Quận
2218,4.3,52.0,82.69,đống đa,Quận
2219,9.6,72.0,133.33,tây hồ,Quận
2220,7.2,60.0,120.0,ba đình,Quận
2221,6.3,40.0,157.5,đống đa,Quận
2222,4.1,55.0,74.55,tây hồ,Quận
2223,2.75,31.0,88.71,thanh trì,Huyện
2224,8.5,41.0,207.32,ba đình,Quận
2225,2.1,34.0,61.76,hà đông,Quận
2226,13.2,60.0,220.0,tây hồ,Quận
2227,4.9,53.0,92.45,ba đình,Quận
2228,13.5,60.0,225.0,ba đình,Quận
2229,3.0,35.0,85.71,đống đa,Quận
2230,3.6,40.0,90.0,thanh xuân,Quận
2231,4.15,40.0,103.75,ba đình,Quận
2232,1.88,32.0,58.75,hoàn kiếm,Quận
2233,6.8,43.0,158.14,long biên,Quận
2234,12.5,55.0,227.27,đống đa,Quận
2235,4.7,40.0,117.5,đống đa,Quận
2236,2.78,35.0,79.43,thanh xuân,Quận
2237,3.4,40.0,85.0,thanh trì,Huyện
2238,5.3,70.0,75.71,hoàn kiếm,Quận
2239,2.55,25.0,102.0,hoàn kiếm,Quận
2240,3.98,43.0,92.56,hoàn kiếm,Quận
2241,3.25,30.0,108.33,nam từ liêm,Quận
2242,1.6,33.0,48.48,bắc từ liêm,Quận
2243,5.9,55.0,107.27,hoàn kiếm,Quận
2244,2.6,35.0,74.29,long biên,Quận
2245,4.0,54.0,74.07,hoàn kiếm,Quận
2246,5.9,96.0,61.46,nam từ liêm,Quận
2247,4.8,82.0,58.54,đống đa,Quận
2248,5.55,46.0,120.65,đống đa,Quận
2249,3.4,40.0,85.0,long biên,Quận
2250,13.8,80.0,172.5,ba đình,Quận
2251,3.3,40.0,82.5,bắc từ liêm,Quận
2252,1.65,36.0,45.83,thanh trì,Huyện
2253,3.45,45.0,76.67,hoàn kiếm,Quận
2254,3.25,42.0,77.38,hoàn kiếm,Quận
2255,8.15,45.0,181.11,thanh xuân,Quận
2256,3.2,60.0,53.33,hoàn kiếm,Quận
2257,2.3,32.0,71.88,hoài đức,Huyện
2258,5.3,40.0,132.5,hoàn kiếm,Quận
2259,4.3,90.0,47.78,nam từ liêm,Quận
2260,6.1,43.0,141.86,thanh xuân,Quận
2261,14.5,130.0,111.54,hà đông,Quận
2262,3.7,43.0,86.05,thanh trì,Huyện
2263,12.8,70.0,182.86,thanh xuân,Quận
2264,3.8,44.0,86.36,tây hồ,Quận
2265,4.65,52.0,89.42,thanh xuân,Quận
2266,7.5,75.0,100.0,hà đông,Quận
2267,8.5,55.0,154.55,ba đình,Quận
2268,2.95,31.0,95.16,bắc từ liêm,Quận
2269,5.08,40.0,127.0,ba đình,Quận
2270,2.2,23.0,95.65,đống đa,Quận
2271,3.5,40.0,87.5,long biên,Quận
2272,1.95,30.0,65.0,ba đình,Quận
2273,7.5,55.0,136.36,ba đình,Quận
2274,3.6,32.0,112.5,bắc từ liêm,Quận
2275,10.5,70.0,150.0,hoàn kiếm,Quận
2276,10.2,65.0,156.92,đống đa,Quận
2277,4.8,40.0,120.0,thanh xuân,Quận
2278,2.7,32.0,84.38,tây hồ,Quận
2279,5.2,65.0,80.0,tây hồ,Quận
2280,3.0,32.0,93.75,hoàn kiếm,Quận
2281,9.0,75.0,120.0,tây hồ,Quận
2282,3.8,31.0,122.58,ba đình,Quận
2283,5.0,60.0,83.33,ba đình,Quận
2284,2.26,39.0,57.95,ba đình,Quận
2285,2.86,30.0,95.33,thanh xuân,Quận
2286,2.7,45.0,60.0,hà đông,Quận
2287,3.8,42.0,90.48,hà đông,Quận
2288,2.15,31.0,69.35,hà đông,Quận
2289,4.9,43.0,113.95,ba đình,Quận
2290,1.9,33.0,57.58,hoài đức,Huyện
2291,2.8,33.0,84.85,hoàn kiếm,Quận
2292,4.1,38.0,107.89,hoàn kiếm,Quận
2293,5.0,77.0,64.94,gia lâm,Huyện
2294,3.7,43.0,86.05,long biên,Quận
2295,4.1,80.0,51.25,hà đông,Quận
2296,4.7,45.0,104.44,thanh xuân,Quận
2297,3.35,38.0,88.16,hà đông,Quận
2298,36.0,137.0,262.77,ba đình,Quận
2299,5.3,45.0,117.78,đống đa,Quận
2300,1.85,20.0,92.5,hoàn kiếm,Quận
2301,1.35,31.0,43.55,hoài đức,Huyện
2302,1.7,18.0,94.44,đống đa,Quận
2303,4.9,50.0,98.0,hoàn kiếm,Quận
2304,6.65,51.0,130.39,thanh xuân,Quận
2305,5.7,82.0,69.51,long biên,Quận
2306,3.3,55.0,60.0,thanh xuân,Quận
2307,3.6,33.0,109.09,ba đình,Quận
2308,3.45,35.0,98.57,ba đình,Quận
2309,3.2,40.0,80.0,ba đình,Quận
2310,5.4,52.0,103.85,hoàn kiếm,Quận
2311,8.5,33.0,257.58,đống đa,Quận
2312,3.2,42.0,76.19,hoàn kiếm,Quận
2313,5.6,50.0,112.0,hà đông,Quận
2314,2.85,40.0,71.25,hà đông,Quận
2315,3.1,31.0,100.0,long biên,Quận
2316,3.05,23.0,132.61,đống đa,Quận
2317,9.6,75.0,128.0,hoàn kiếm,Quận
2318,3.1,40.0,77.5,bắc từ liêm,Quận
2319,4.9,54.0,90.74,nam từ liêm,Quận
2320,3.6,40.0,90.0,đống đa,Quận
2321,7.4,70.0,105.71,ba đình,Quận
2322,3.3,32.0,103.12,ba đình,Quận
2323,3.0,45.0,66.67,hoàn kiếm,Quận
2324,4.5,45.0,100.0,hoàn kiếm,Quận
2325,3.35,82.0,40.85,hoàn kiếm,Quận
2326,6.2,67.5,91.85,long biên,Quận
2327,4.6,54.0,85.19,ba đình,Quận
2328,2.35,37.0,63.51,long biên,Quận
2329,4.2,40.0,105.0,hoàn kiếm,Quận
2330,12.0,92.0,130.43,tây hồ,Quận
2331,3.15,33.0,95.45,hoàn kiếm,Quận
2332,14.7,99.0,148.48,hà đông,Quận
2333,5.55,80.0,69.37,thanh xuân,Quận
2334,4.35,42.0,103.57,ba đình,Quận
2335,2.89,34.0,85.0,hà đông,Quận
2336,3.8,30.0,126.67,bắc từ liêm,Quận
2337,4.2,20.0,210.0,đống đa,Quận
2338,2.35,42.0,55.95,long biên,Quận
2339,5.4,38.0,142.11,ba đình,Quận
2340,4.75,40.0,118.75,tây hồ,Quận
2341,6.0,102.0,58.82,hoàn kiếm,Quận
2342,7.2,50.0,144.0,đống đa,Quận
2343,3.8,38.0,100.0,hà đông,Quận
2344,8.1,69.0,117.39,thanh xuân,Quận
2345,2.8,35.0,80.0,thanh trì,Huyện
2346,6.5,60.0,108.33,hoàn kiếm,Quận
2347,4.1,34.0,120.59,hoàn kiếm,Quận
2348,2.1,28.0,75.0,hoàn kiếm,Quận
2349,3.7,38.0,97.37,hà đông,Quận
2350,1.66,16.0,103.75,đống đa,Quận
2351,5.4,44.0,122.73,ba đình,Quận
2352,3.05,38.0,80.26,long biên,Quận
2353,8.6,60.0,143.33,ba đình,Quận
2354,4.3,45.0,95.56,hà đông,Quận
2355,8.0,60.0,133.33,ba đình,Quận
2356,10.7,92.0,116.3,đống đa,Quận
2357,4.25,45.0,94.44,hoàn kiếm,Quận
2358,3.15,47.0,67.02,đống đa,Quận
2359,3.7,26.0,142.31,đống đa,Quận
2360,6.6,70.0,94.29,bắc từ liêm,Quận
2361,3.32,74.0,44.86,tây hồ,Quận
2362,4.0,40.0,100.0,ba đình,Quận
2363,3.15,53.0,59.43,tây hồ,Quận
